id,intitule,description,dateCreation,dateActualisation,lieuTravail_libelle,lieuTravail_commune,romeCode,entreprise_nom,typeContrat,experienceLibelle,alternance,origineOffre_urlOrigine,origineOffre_partenaires,dureeTravailLibelle,secteurActiviteLibelle,salaire_libelle,competences,qualitesProfessionnelles,contact_coordonnees1
183QRRG,Développeur C# (H/F),"Descriptif du poste
En tant qu'Analyste Développeur chez SOFFT Industries, vous aurez la charge d'analyser, programmer, maintenir et développer des composantes logiciels applicatifs dans le respect des évolutions souhaitées, des normes et procédures.

Lieu : Lyon
Type de poste : CDI 
Un suivi de mission régulier avec le manager et le client.
Un environnement propice à votre montée en compétences.
Une équipe pragmatique, à votre écoute et réactive
Salaire : entre 34 k € et 41 k €.
En assistance technique ou centre de service

Profil recherché
Vous êtes diplômé(e) de Bac +5, de filière informatique ou scientifique, et avez au moins 3 ans d'expérience en développement sur la technologie C#

Vous êtes capable de vous adapter rapidement à différents contextes, avec une polyvalence et une aptitude à monter en compétence sur d'autres technologies (techniques et fonctionnelles).

Processus de recrutement
Un appel téléphonique dans le but de se présenter et de savoir dans quelle mesure nous pouvons travailler ensemble.
Un premier entretien (revue en détails de vos expériences et de votre parcours).
Test technique d'algorithmie.
Un second entretien en présentiel, avec le Directeur.
Entrevue avec un client ou le responsable du centre de service, puis l'intégration.",2024-11-04T16:05:16.947Z,2024-11-21T21:46:24.406Z,69 - LYON 09,69389,M1805,SOFFT INDUSTRIES,CDI,3 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/183QRRG,,"37H
Travail en journée",Conseil en systèmes et logiciels informatiques,Annuel de 34000.0 Euros à 41000.0 Euros sur 12.0 mois,"[{'code': '109876', 'libelle': 'C#', 'exigence': 'E'}, {'code': '109882', 'libelle': 'SQL', 'exigence': 'S'}, {'code': '300188', 'libelle': 'Rédiger un cahier des charges, des spécifications techniques', 'exigence': 'S'}, {'code': '126535', 'libelle': 'Réaliser des études et développements informatiques', 'exigence': 'S'}, {'code': '300021', 'libelle': 'Transmettre une technique, un savoir-faire', 'exigence': 'S'}]","[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]","Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/183QRRG"
183QRTN,Développeur COBOL (H/F),"Descriptif du poste
En tant qu'Analyste Développeur chez SOFFT Industries, vous aurez la charge d'analyser, programmer, maintenir et développer des composantes logiciels applicatifs dans le respect des évolutions souhaitées, des normes et procédures.

Lieu : Lyon
Type de poste : CDI 
Un suivi de mission régulier avec le manager et le client.
Un environnement propice à votre montée en compétences.
Une équipe pragmatique, à votre écoute et réactive
Salaire : entre 34 k € et 41 k €.
En assistance technique ou centre de service

Profil recherché
Vous êtes diplômé(e) de Bac +5, de filière informatique ou scientifique, et avez au moins 1 an d'expérience en développement sur la technologie COBOL

Vous êtes capable de vous adapter rapidement à différents contextes, avec une polyvalence et une aptitude à monter en compétence sur d'autres technologies (techniques et fonctionnelles).

Processus de recrutement
Un appel téléphonique dans le but de se présenter et de savoir dans quelle mesure nous pouvons travailler ensemble.
Un premier entretien (revue en détails de vos expériences et de votre parcours).
Test technique d'algorithmie.
Un second entretien en présentiel, avec le Directeur.
Entrevue avec un client ou le responsable du centre de service, puis l'intégration.",2024-11-04T16:06:55.724Z,2024-11-20T21:45:29.488Z,69 - LYON 09,69389,M1805,SOFFT INDUSTRIES,CDI,1 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/183QRTN,,"37H
Travail en journée",Conseil en systèmes et logiciels informatiques,Annuel de 34000.0 Euros à 41000.0 Euros sur 12.0 mois,"[{'code': '109877', 'libelle': 'Cobol', 'exigence': 'S'}, {'code': '109882', 'libelle': 'SQL', 'exigence': 'S'}, {'code': '300188', 'libelle': 'Rédiger un cahier des charges, des spécifications techniques', 'exigence': 'S'}, {'code': '126535', 'libelle': 'Réaliser des études et développements informatiques', 'exigence': 'S'}, {'code': '300021', 'libelle': 'Transmettre une technique, un savoir-faire', 'exigence': 'S'}]","[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]","Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/183QRTN"
183QRRG,Développeur C# (H/F),"Descriptif du poste
En tant qu'Analyste Développeur chez SOFFT Industries, vous aurez la charge d'analyser, programmer, maintenir et développer des composantes logiciels applicatifs dans le respect des évolutions souhaitées, des normes et procédures.

Lieu : Lyon
Type de poste : CDI 
Un suivi de mission régulier avec le manager et le client.
Un environnement propice à votre montée en compétences.
Une équipe pragmatique, à votre écoute et réactive
Salaire : entre 34 k € et 41 k €.
En assistance technique ou centre de service

Profil recherché
Vous êtes diplômé(e) de Bac +5, de filière informatique ou scientifique, et avez au moins 3 ans d'expérience en développement sur la technologie C#

Vous êtes capable de vous adapter rapidement à différents contextes, avec une polyvalence et une aptitude à monter en compétence sur d'autres technologies (techniques et fonctionnelles).

Processus de recrutement
Un appel téléphonique dans le but de se présenter et de savoir dans quelle mesure nous pouvons travailler ensemble.
Un premier entretien (revue en détails de vos expériences et de votre parcours).
Test technique d'algorithmie.
Un second entretien en présentiel, avec le Directeur.
Entrevue avec un client ou le responsable du centre de service, puis l'intégration.",2024-11-04T16:05:16.947Z,2024-11-21T21:46:24.406Z,69 - LYON 09,69389,M1805,SOFFT INDUSTRIES,CDI,3 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/183QRRG,,"37H
Travail en journée",Conseil en systèmes et logiciels informatiques,Annuel de 34000.0 Euros à 41000.0 Euros sur 12.0 mois,"[{'code': '109876', 'libelle': 'C#', 'exigence': 'E'}, {'code': '109882', 'libelle': 'SQL', 'exigence': 'S'}, {'code': '300188', 'libelle': 'Rédiger un cahier des charges, des spécifications techniques', 'exigence': 'S'}, {'code': '126535', 'libelle': 'Réaliser des études et développements informatiques', 'exigence': 'S'}, {'code': '300021', 'libelle': 'Transmettre une technique, un savoir-faire', 'exigence': 'S'}]","[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]","Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/183QRRG"
7015477,Développeur Java Full Stack H/F,"POSTE : Développeur Java Full Stack H/F
DESCRIPTION : Au sein de la tribu distribution collaborateur l'équipe contexte et connaissance client travaille sur des composants java : services SOA, API qui  sont des solutions sensibles du système d'information crédit agricole. Nous cherchons un développeur java pour travailler en binôme avec notre lead technique sur l'amélioration et la réécriture de nos composants.

développement d'API REST
- Maintenance de services SOA
- Analyse des incidents
- Optimisation des composants java
- Réalisation de la documentation
- Planification des mises en production
- Surveillance de la production

 java full stack plutôt orienté backend, spring/spring boot
Analyse de code
SQL
API REST
Kube
Salaire à déterminer selon profil
PROFIL : Expérience réussie sur un poste similaire.",2024-11-05T10:04:09.000Z,2024-11-19T12:07:35.000Z,74 - ANNECY,74010,M1805,SYNANTO,CDI,Expérience exigée,False,https://candidat.francetravail.fr/offres/recherche/detail/7015477,"[{'nom': 'PMEJOB', 'url': 'https://www.jobposting.pro/emploi-1953777-120', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/pmejob80.png'}]",,Activités des sociétés holding,,,,
7018503,Développeur .Net - C# H/F,"POSTE : Développeur .Net - C# H/F
DESCRIPTION : Dans la cadre de l'amélioration des processus de notre client, nous recherchons un développeur.Net C# expérimenté.
Au sein de l'entité de gestion des extractions de données, vous intégrerez l'équipe en charge du développement des produits liés, tels que les services d'interfaçage avec des ocr, les services de manipulations de données et d'optimisation de lecture, les outils d'amélioration et de suivi de qualité.

Dans ce cadre, vous participerez :
- Au développement et à la maintenance de nos produits
- A l'évolution de nos produits vers une architecture micro-service
- A l'évolution de nos solutions vers la conteneurisation
- L'amélioration de nos processus de déploiement CI/CD

Missions :

- Montée en compétences sur les versions actuelles de nos applications
- Participation aux ateliers techniques et fonctionnels de la nouvelle version
- Développement des nouveaux microservices (API REST)
- Réalisation des tests unitaires et les tests d'intégration
- Mise en place des chaines CI / CD (conteneurisation et Kubernetisation)
- Participation à l'amélioration des méthodes et du respect des bonnes pratiques de développement
- Respecter les délais et les engagements
PROFIL : Bonne communication
Autonomie
Aisance relationnelle
Curiosité
Capacité à travailler en équipe
Expérience grands comptes
Méthodologie Agile (Scrum, Safe, Kanban)
Niveau d'anglais : Courant",2024-11-05T10:15:25.000Z,2024-11-20T20:15:01.000Z,69 - LYON 01,69381,M1805,SYNANTO,CDI,Expérience exigée,False,https://candidat.francetravail.fr/offres/recherche/detail/7018503,"[{'nom': 'PMEJOB', 'url': 'https://www.jobposting.pro/emploi-1953774-120', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/pmejob80.png'}]",,Activités des sociétés holding,,,,
7023982,Développeur Fullstack Dot Net H/F,"POSTE : Développeur Fullstack Dot Net H/F
DESCRIPTION : Rejoignez une entreprise innovante et humaine, reconnue pour sa qualité et son environnement de travail agréable. Basé(e) à Saint-Herblain, vous intégrerez une équipe dynamique spécialisée dans le développement de solutions ITSM/GMAO. Vous travaillerez avec des technologies de pointe telles que Microsoft ASP.NET WebForm, Dot Net framework 4.5 et/ou Dot Net Core, ainsi que VB.Net, C#, Typescript, HTML 5, CSS 3. Vous participerez activement à l'évolution et à l'innovation de notre progiciel tout en garantissant la qualité du code et la sécurité des applications.
Informations complémentaires
- Localisation : Saint-Herblain (44).
- Type de Contrat : CDI.
- Avantages :
   - Télétravail partiel.
   - Carte restaurant.
   - Participation aux bénéfices.
- Accompagnement : Un tuteur vous accompagnera lors de votre intégration pour vous familiariser avec nos modèles de développement.

Faites un pas vers votre avenir et rejoignez une entreprise où l'humain est au centre des préoccupations !
PROFIL : - Formation : Diplôme supérieur en informatique.
- Expérience : Solide expérience sur les technologies ASP.NET, Dot Net, VB.Net, C#, Typescript, HTML 5, CSS 3.
- Compétences Techniques : Maîtrise des méthodes d'ingénierie de développement telles que MVC, Design Patterns et programmation orientée composants. Familiarité avec les outils Visual Studio, Git, Azure DEVOPS.
- Qualités : Capacité à travailler en équipe, force de proposition pour l'innovation, rigueur et souci de la qualité du code.
- Atouts : Autonomie, esprit d'initiative, volonté de s'épanouir dans un cadre convivial et structuré.",2024-11-05T11:09:37.000Z,2024-11-07T04:03:01.000Z,44 - ST HERBLAIN,44162,M1805,Kubic,CDI,Expérience exigée,False,https://candidat.francetravail.fr/offres/recherche/detail/7023982,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/40161910?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}]",,Activités des agences de travail temporaire,"Annuel de 30000,00 Euros à 50000,00 Euros",,,
183RPYM,Développeur IT - Logiciels Commerce et Marketing H/F (H/F),"Nous recherchons un : 
Développeur IT - Logiciels Commerce et Marketing H/F 


Intégré(e) à la DSI composée actuellement de 8 personnes

Missions principales :
- Analyser les besoins de l'entreprise en relation avec la Direction Commerce et Marketing
- Rédiger des cahiers des charges
- Concevoir, développer et débogager de logiciels ou applications
- Concevoir et alimenter de bases de données
- Réaliser des documentations techniques ou des supports utilisateurs
- Suivre les développements réalisés par des prestataires extérieurs
- Helpdesk
- Conseiller aux utilisateurs dans l'utilisation des logiciels

Compétences requises :
- Connaissance en programmation orientée objet 
- Connaissance de langages type (C#, Delphi, Windev, etc.)
- Maîtrise de base de données SQL (MS SQL et mySQL)
- Maîtrise du Pack Office
- Capacité à comprendre des données scientifiques/techniques/mathématiques
- Des connaissances en anglais et en espagnol sont un plus

Qualités :
- Sens du service et de la relation client interne / externe
- Capacité à travailler en équipe
- Rigueur et fiabilité
- Sens de l'organisation
- Autonomie, capacité à résoudre des problèmes

Diplôme requis :
- Première expérience d'au moins 3 ans sur un poste équivalent 
- Informatique de niveau bac +2/3

Salaire / avantages :
- Rémunération selon profil - Payé sur 13 mois
- RTT - 12 jours
- Participation sur les bénéfices / Plan Epargne Entreprise / PERCO
- Compte Epargne Temps
- Mutuelle santé régime famille et prévoyance - participation de l'employeur à 60%
- Comité d'entreprise / Tickets Restaurant
- Indemnité kilométrique forfaitaire",2024-11-05T11:47:33.379Z,2024-11-21T21:45:56.008Z,79 - SOUDAN,79316,M1805,VIM,CDI,3 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/183RPYM,,"38H
Travail en journée",Fabrication d'équipements aérauliques et frigorifiques industriels,,,"[{'libelle': 'Avoir le sens du service', 'description': 'Capacité à identifier (voire anticiper) les besoins des usagers, clients (internes et externes) et à apporter une réponse adaptée afin de les satisfaire.'}, {'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}]","Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/183RPYM"
183RSBZ,Développeur R&D H/F (H/F),"Rejoins la famille Weda !  

Depuis notre création en 2010, nous avons su combiner expertise, passion et innovation pour devenir un acteur incontournable dans le domaine des logiciels médicaux en ligne. 

Fondée par les visionnaires Fabrice Greenbaum et Steven Golding-Dwyre (créateurs du tout premier logiciel de gestion médicale sous Windows), notre histoire a toujours été marquée par des avancées significatives pour la santé connectée. 

De la première lecture de Carte Vitale chez les praticiens en 1996 à notre intégration au groupe VIDAL en 2019, chaque étape de notre parcours témoigne de notre engagement à transformer le secteur médical. 

Notre vision ? Anticiper les évolutions du monde de la santé pour offrir un logiciel adapté aux nouveaux usages. Avec plus de 20 ans d'expérience, notre équipe possède une connaissance approfondie du secteur et s'engage à innover constamment pour répondre aux besoins des professionnels de la santé. 

Chez Weda, la passion est notre moteur. Chaque collaborateur est animé par l'enthousiasme pour son métier, les nouvelles technologies et bien sûr, la santé.  Nous croyons fermement que l'humain doit toujours être au centre de nos préoccupations, que ce soit nos équipes ou nos utilisateurs. 

Rejoindre Weda, c'est intégrer une équipe dynamique, chaleureuse et résolument tournée vers l'avenir. Ensemble, construisons la santé de demain ! 

Environnement technique
- Backend : C#, .NET Framework et .NET, SQL Server, Redis.
- Frontend : Angular, NgRx, RxJS.
- Git, Azure DevOps, Docker.
- La connaissance des API et des standards d'implémentation et d'interopérabilité dans le domaine de la santé (HL7, FHIR, terminologies) sera un plus.

Votre mission
En tant que développeur au sein de la cellule R&D de Weda, vous participer à la réalisation de projets logiciel et vos missions seront les suivantes : 
- Développer des applications hautement disponibles et supportant des montées en charge.
- Contribuer à l'amélioration constante de l'architecture logicielle de la plateforme.
- Assurer une qualité de code en ligne avec nos standards.
- Apporter votre expertise et idées aux débats technologiques.

Technique :
- Bonne maitrise des concepts de programmation orientée objet (OOP).
- Maitrise basique des concepts de programmation fonctionnelle (FP).
- Écriture basique de tests unitaires.
- Comprendre et savoir respecter les règles de qualité du code et des conventions de nommage.

Analyse :
- Maitrise des principes de base du debugging.
- Comprendre une spécification fonctionnelle ou technique, savoir tester la cohérence de son développement dans un contexte utilisateur.

Votre profil
Vous avez une première expérience d'au moins deux ans sur un poste similaire. 
Vous êtes curieux(se), doté(e) d'un bon relationnel et vous aimez travailler en équipe.
Vous êtes enthousiaste à l'idée de progresser et d'évoluer dans une société à taille humaine et en pleine croissance.
Tous nos postes sont ouverts aux personnes reconnues en situation de handicap.",2024-11-05T12:27:47.497Z,2024-11-06T10:27:57.875Z,34 - MONTPELLIER,34172,M1805,,CDI,2 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/183RSBZ,,"35H
Travail en journée",Édition de logiciels applicatifs,Annuel de 30000.0 Euros sur 12.0 mois,"[{'code': '300688', 'libelle': 'Application web', 'exigence': 'S'}, {'code': '109846', 'libelle': 'Concevoir une application web', 'exigence': 'S'}, {'code': '300242', 'libelle': 'Déterminer des mesures correctives', 'exigence': 'S'}, {'code': '300366', 'libelle': 'Recueillir et analyser les besoins client', 'exigence': 'S'}, {'code': '300188', 'libelle': 'Rédiger un cahier des charges, des spécifications techniques', 'exigence': 'S'}]","[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]",
183RSBZ,Développeur R&D H/F (H/F),"Rejoins la famille Weda !  

Depuis notre création en 2010, nous avons su combiner expertise, passion et innovation pour devenir un acteur incontournable dans le domaine des logiciels médicaux en ligne. 

Fondée par les visionnaires Fabrice Greenbaum et Steven Golding-Dwyre (créateurs du tout premier logiciel de gestion médicale sous Windows), notre histoire a toujours été marquée par des avancées significatives pour la santé connectée. 

De la première lecture de Carte Vitale chez les praticiens en 1996 à notre intégration au groupe VIDAL en 2019, chaque étape de notre parcours témoigne de notre engagement à transformer le secteur médical. 

Notre vision ? Anticiper les évolutions du monde de la santé pour offrir un logiciel adapté aux nouveaux usages. Avec plus de 20 ans d'expérience, notre équipe possède une connaissance approfondie du secteur et s'engage à innover constamment pour répondre aux besoins des professionnels de la santé. 

Chez Weda, la passion est notre moteur. Chaque collaborateur est animé par l'enthousiasme pour son métier, les nouvelles technologies et bien sûr, la santé.  Nous croyons fermement que l'humain doit toujours être au centre de nos préoccupations, que ce soit nos équipes ou nos utilisateurs. 

Rejoindre Weda, c'est intégrer une équipe dynamique, chaleureuse et résolument tournée vers l'avenir. Ensemble, construisons la santé de demain ! 

Environnement technique
- Backend : C#, .NET Framework et .NET, SQL Server, Redis.
- Frontend : Angular, NgRx, RxJS.
- Git, Azure DevOps, Docker.
- La connaissance des API et des standards d'implémentation et d'interopérabilité dans le domaine de la santé (HL7, FHIR, terminologies) sera un plus.

Votre mission
En tant que développeur au sein de la cellule R&D de Weda, vous participer à la réalisation de projets logiciel et vos missions seront les suivantes : 
- Développer des applications hautement disponibles et supportant des montées en charge.
- Contribuer à l'amélioration constante de l'architecture logicielle de la plateforme.
- Assurer une qualité de code en ligne avec nos standards.
- Apporter votre expertise et idées aux débats technologiques.

Technique :
- Bonne maitrise des concepts de programmation orientée objet (OOP).
- Maitrise basique des concepts de programmation fonctionnelle (FP).
- Écriture basique de tests unitaires.
- Comprendre et savoir respecter les règles de qualité du code et des conventions de nommage.

Analyse :
- Maitrise des principes de base du debugging.
- Comprendre une spécification fonctionnelle ou technique, savoir tester la cohérence de son développement dans un contexte utilisateur.

Votre profil
Vous avez une première expérience d'au moins deux ans sur un poste similaire. 
Vous êtes curieux(se), doté(e) d'un bon relationnel et vous aimez travailler en équipe.
Vous êtes enthousiaste à l'idée de progresser et d'évoluer dans une société à taille humaine et en pleine croissance.
Tous nos postes sont ouverts aux personnes reconnues en situation de handicap.",2024-11-05T12:27:47.497Z,2024-11-06T10:27:57.875Z,34 - MONTPELLIER,34172,M1805,,CDI,2 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/183RSBZ,,"35H
Travail en journée",Édition de logiciels applicatifs,Annuel de 30000.0 Euros sur 12.0 mois,"[{'code': '300688', 'libelle': 'Application web', 'exigence': 'S'}, {'code': '109846', 'libelle': 'Concevoir une application web', 'exigence': 'S'}, {'code': '300242', 'libelle': 'Déterminer des mesures correctives', 'exigence': 'S'}, {'code': '300366', 'libelle': 'Recueillir et analyser les besoins client', 'exigence': 'S'}, {'code': '300188', 'libelle': 'Rédiger un cahier des charges, des spécifications techniques', 'exigence': 'S'}]","[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]",
183RZXC,Développeur Java JEE (H/F),"Participation aux planifications et aux rétrospectives / Meeting scrum

Développement de nouvelles fonctionnalités - Maintenance de l'application / correction des anomalies

S'inscrire dans un processus de qualité de correction des codes (relecture croisée entre les développeurs)

Reporting journalier des avancements au team leader...",2024-11-05T15:24:43.034Z,2024-11-05T15:24:43.506Z,13 - Aix-en-Provence,13001,M1805,W RECRUITER,CDI,5 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/183RZXC,,"35H
Travail en journée",Activités des agences de placement de main-d'œuvre,Annuel de 40000.0 Euros à 55000.0 Euros sur 12.0 mois,"[{'code': '300688', 'libelle': 'Application web', 'exigence': 'S'}, {'code': '109846', 'libelle': 'Concevoir une application web', 'exigence': 'S'}, {'code': '300242', 'libelle': 'Déterminer des mesures correctives', 'exigence': 'S'}, {'code': '300366', 'libelle': 'Recueillir et analyser les besoins client', 'exigence': 'S'}, {'code': '300188', 'libelle': 'Rédiger un cahier des charges, des spécifications techniques', 'exigence': 'S'}]",,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/183RZXC"
183RZXC,Développeur Java JEE (H/F),"Participation aux planifications et aux rétrospectives / Meeting scrum

Développement de nouvelles fonctionnalités - Maintenance de l'application / correction des anomalies

S'inscrire dans un processus de qualité de correction des codes (relecture croisée entre les développeurs)

Reporting journalier des avancements au team leader...",2024-11-05T15:24:43.034Z,2024-11-05T15:24:43.506Z,13 - Aix-en-Provence,13001,M1805,W RECRUITER,CDI,5 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/183RZXC,,"35H
Travail en journée",Activités des agences de placement de main-d'œuvre,Annuel de 40000.0 Euros à 55000.0 Euros sur 12.0 mois,"[{'code': '300688', 'libelle': 'Application web', 'exigence': 'S'}, {'code': '109846', 'libelle': 'Concevoir une application web', 'exigence': 'S'}, {'code': '300242', 'libelle': 'Déterminer des mesures correctives', 'exigence': 'S'}, {'code': '300366', 'libelle': 'Recueillir et analyser les besoins client', 'exigence': 'S'}, {'code': '300188', 'libelle': 'Rédiger un cahier des charges, des spécifications techniques', 'exigence': 'S'}]",,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/183RZXC"
183RZXC,Développeur Java JEE (H/F),"Participation aux planifications et aux rétrospectives / Meeting scrum

Développement de nouvelles fonctionnalités - Maintenance de l'application / correction des anomalies

S'inscrire dans un processus de qualité de correction des codes (relecture croisée entre les développeurs)

Reporting journalier des avancements au team leader...",2024-11-05T15:24:43.034Z,2024-11-05T15:24:43.506Z,13 - Aix-en-Provence,13001,M1805,W RECRUITER,CDI,5 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/183RZXC,,"35H
Travail en journée",Activités des agences de placement de main-d'œuvre,Annuel de 40000.0 Euros à 55000.0 Euros sur 12.0 mois,"[{'code': '300688', 'libelle': 'Application web', 'exigence': 'S'}, {'code': '109846', 'libelle': 'Concevoir une application web', 'exigence': 'S'}, {'code': '300242', 'libelle': 'Déterminer des mesures correctives', 'exigence': 'S'}, {'code': '300366', 'libelle': 'Recueillir et analyser les besoins client', 'exigence': 'S'}, {'code': '300188', 'libelle': 'Rédiger un cahier des charges, des spécifications techniques', 'exigence': 'S'}]",,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/183RZXC"
